response_id,customer_id,survey_date,region,customer_segment,industry,response_channel,service_category,nps_score,csat_score,resolution_days,issue_resolved,feedback_text
RSP-0196,CUST-1411,2025-05-14,Asia-Pacific,SMB,Healthcare,Email,Customer Support,7,4,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-0198,CUST-3677,2025-06-22,Middle East & Africa,SMB,Technology,Web,Delivery,2,2,4,No,Customer service agent was rude and transferred me three times.
RSP-0199,CUST-3279,2025-08-04,Europe,Mid-Market,Unknown,In-App,Customer Support,8,3,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0200,CUST-1670,2025-08-29,Asia-Pacific,Mid-Market,Finance,Email,Product,9,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-0201,CUST-1426,2025-06-29,Middle East & Africa,SMB,Healthcare,Email,Delivery,7,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-0202,CUST-1562,2025-11-30,North America,Mid-Market,Finance,Email,Product,2,3,5,No,Support response was extremely slow and unhelpful.
RSP-0203,CUST-1254,2025-05-07,Europe,Mid-Market,Technology,Email,Customer Support,9,5,1,Yes,Great value for money and outstanding service reliability.
RSP-0204,CUST-1166,2025-11-15,Middle East & Africa,SMB,Technology,In-App,Customer Support,8,4,4,Yes,"Average experience, nothing exceptional to report."
RSP-0205,CUST-2954,2025-03-06,North America,Mid-Market,Manufacturing,Email,Delivery,4,1,7,No,Billing error was not resolved on time.
RSP-0206,CUST-1937,2025-10-16,North America,Enterprise,Technology,In-App,Customer Support,6,2,14,No,Pricing is way too high for the features provided.
RSP-0207,CUST-4809,2025-12-25,Latin America,Mid-Market,Finance,Phone,Quality,8,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0208,CUST-4021,2025-03-27,Europe,SMB,Manufacturing,Email,Product,3,2,10,Yes,Frequent downtime impacted our business operations.
RSP-0209,CUST-1938,2025-03-25,Europe,SMB,Finance,Phone,Customer Support,8,3,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0210,CUST-1885,2025-10-24,Latin America,Mid-Market,Finance,Email,Delivery,0,1,10,No,Support response was extremely slow and unhelpful.
RSP-0211,CUST-3555,2025-10-22,North America,Mid-Market,Retail,Email,Customer Support,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-0212,CUST-4249,2025-04-12,Asia-Pacific,Mid-Market,Technology,Web,Product,9,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-0213,CUST-2989,2025-02-22,North America,Enterprise,Technology,Web,Pricing,3,1,10,No,Quality has visibly degraded over the last few months.
RSP-0214,CUST-1991,2025-10-17,Europe,Mid-Market,Healthcare,Web,Product,8,4,4,Yes,"Product works fine, but missing key integrations."
RSP-0215,CUST-3844,2025-09-30,Europe,Mid-Market,Finance,Email,Customer Support,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-0216,CUST-4035,2025-02-05,Asia-Pacific,Mid-Market,Retail,Phone,Product,1,1,10,No,Platform UI is slow and unintuitive.
RSP-0217,CUST-3795,2025-01-07,Asia-Pacific,Mid-Market,Healthcare,Email,Delivery,4,1,5,Yes,Customer service agent was rude and transferred me three times.
RSP-0218,CUST-5015,2025-02-24,Asia-Pacific,SMB,Manufacturing,Phone,Delivery,6,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-0219,CUST-3967,2025-11-22,Asia-Pacific,Mid-Market,Finance,Phone,Product,7,4,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-0220,CUST-2253,2025-08-11,Asia-Pacific,Mid-Market,Healthcare,Email,Pricing,2,1,14,No,Delivery took twice as long as promised.
RSP-0221,CUST-3212,2025-11-12,North America,SMB,Healthcare,Phone,Product,2,2,7,Yes,Platform UI is slow and unintuitive.
RSP-0222,CUST-4960,2025-08-27,Asia-Pacific,SMB,Technology,Phone,Product,9,5,3,Yes,Top-tier enterprise platform with excellent security features.
RSP-0223,CUST-3198,2025-06-15,North America,Mid-Market,Technology,Email,Pricing,2,1,10,Yes,Pricing is way too high for the features provided.
RSP-0224,CUST-1709,2025-05-23,Asia-Pacific,Enterprise,Healthcare,Email,Product,10,4,1,Yes,Best customer service team in the industry. Kudos!
RSP-0225,CUST-2997,2025-08-26,North America,SMB,Technology,Phone,Pricing,5,3,4,Yes,Frequent downtime impacted our business operations.
RSP-0226,CUST-4104,2025-06-22,North America,SMB,Manufacturing,Email,Customer Support,5,2,7,No,Support response was extremely slow and unhelpful.
RSP-0227,CUST-5049,2025-06-16,Europe,Mid-Market,Technology,Email,Product,6,3,7,Yes,Delivery took twice as long as promised.
RSP-0228,CUST-4994,2025-04-19,North America,SMB,Finance,Email,Customer Support,8,3,3,Yes,"Acceptable response time, issue was eventually fixed."
RSP-0229,CUST-3116,2025-06-24,North America,SMB,Retail,Phone,Delivery,4,2,7,Yes,Quality has visibly degraded over the last few months.
RSP-0230,CUST-3263,2025-10-12,Europe,SMB,Healthcare,Email,Quality,3,1,4,Yes,Support response was extremely slow and unhelpful.
RSP-0231,CUST-2565,2025-02-13,Asia-Pacific,Mid-Market,Technology,Web,Quality,9,5,1,No,Great value for money and outstanding service reliability.
RSP-0232,CUST-4329,2025-09-08,Asia-Pacific,Enterprise,Technology,Phone,Pricing,5,2,4,No,Platform UI is slow and unintuitive.
RSP-0233,CUST-2968,2025-12-20,Asia-Pacific,Mid-Market,Retail,In-App,Product,8,4,4,Yes,"Service is okay, expecting more frequent software updates."
RSP-0234,CUST-5020,2025-08-18,Europe,SMB,Healthcare,In-App,Customer Support,4,2,10,Yes,Support response was extremely slow and unhelpful.
RSP-0235,CUST-1762,2025-05-31,Asia-Pacific,SMB,Technology,In-App,Product,5,1,14,No,Pricing is way too high for the features provided.
RSP-0236,CUST-4312,2025-12-21,North America,Mid-Market,Finance,Email,Quality,9,5,3,Yes,Great value for money and outstanding service reliability.
RSP-0237,CUST-3508,2025-12-06,Middle East & Africa,Mid-Market,Finance,Email,Quality,6,1,4,Yes,Frequent downtime impacted our business operations.
RSP-0238,CUST-4023,2025-08-31,Europe,SMB,Retail,Email,Customer Support,4,3,10,Yes,Platform UI is slow and unintuitive.
RSP-0239,CUST-3816,2025-08-06,Asia-Pacific,Mid-Market,Healthcare,Web,Delivery,3,2,10,Yes,Platform UI is slow and unintuitive.
RSP-0240,CUST-3709,2025-06-30,North America,SMB,Retail,Email,Product,4,1,7,No,No feedback provided
RSP-0241,CUST-3219,2025-06-06,Europe,Mid-Market,Healthcare,Web,Delivery,10,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-0242,CUST-2888,2025-03-03,North America,Mid-Market,Technology,Email,Quality,3,2,5,Yes,Pricing is way too high for the features provided.
RSP-0243,CUST-3584,2025-03-03,Asia-Pacific,Mid-Market,Technology,Email,Product,6,2,14,No,Platform UI is slow and unintuitive.
RSP-0244,CUST-2516,2025-04-09,Asia-Pacific,SMB,Finance,Email,Pricing,6,2,4,Yes,Pricing is way too high for the features provided.
RSP-0245,CUST-4966,2025-05-22,Europe,SMB,Healthcare,Email,Pricing,1,1,4,No,Frequent downtime impacted our business operations.
RSP-0246,CUST-3318,2025-02-21,Latin America,Mid-Market,Retail,Email,Pricing,7,4,2,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-0247,CUST-3426,2025-04-27,Asia-Pacific,Mid-Market,Retail,Email,Quality,2,2,7,Yes,"Issue took over a week to resolve, very frustrating."
RSP-0248,CUST-2469,2025-06-04,North America,Enterprise,Healthcare,Email,Customer Support,6,1,10,Yes,Support response was extremely slow and unhelpful.
RSP-0249,CUST-2036,2025-05-21,Latin America,SMB,Finance,Phone,Quality,3,1,5,No,Support response was extremely slow and unhelpful.
RSP-0250,CUST-1446,2025-10-11,North America,Mid-Market,Manufacturing,Web,Customer Support,2,2,7,Yes,Quality has visibly degraded over the last few months.
RSP-0251,CUST-2034,2025-11-23,North America,SMB,Finance,Web,Quality,7,4,3,Yes,"Service is okay, expecting more frequent software updates."
RSP-0252,CUST-1840,2025-01-07,Europe,SMB,Finance,In-App,Delivery,6,2,7,No,Frequent downtime impacted our business operations.
RSP-0253,CUST-3329,2025-08-29,North America,Mid-Market,Technology,Email,Delivery,6,3,7,No,Billing error was not resolved on time.
RSP-0254,CUST-4608,2025-06-24,Europe,Mid-Market,Technology,Email,Delivery,4,1,4,Yes,Delivery took twice as long as promised.
RSP-0255,CUST-1420,2025-05-10,Middle East & Africa,Mid-Market,Healthcare,Email,Customer Support,6,1,7,Yes,Billing error was not resolved on time.
RSP-0256,CUST-1934,2025-02-03,North America,Enterprise,Technology,Email,Delivery,7,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-0257,CUST-5028,2025-02-07,Latin America,Mid-Market,Technology,Phone,Product,7,4,4,Yes,"Product works fine, but missing key integrations."
RSP-0258,CUST-2242,2025-03-18,Asia-Pacific,SMB,Technology,Email,Delivery,4,1,14,No,Frequent downtime impacted our business operations.
RSP-0259,CUST-3489,2025-02-13,Europe,Mid-Market,Retail,In-App,Quality,0,2,4,Yes,Pricing is way too high for the features provided.
RSP-0260,CUST-1970,2025-10-13,North America,Mid-Market,Finance,Email,Delivery,4,1,4,Yes,Customer service agent was rude and transferred me three times.
RSP-0261,CUST-2848,2025-09-25,Asia-Pacific,Enterprise,Technology,Email,Pricing,6,2,5,Yes,Customer service agent was rude and transferred me three times.
RSP-0262,CUST-4690,2025-08-15,North America,Mid-Market,Manufacturing,Phone,Quality,8,3,5,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0263,CUST-4512,2025-06-06,Europe,Enterprise,Technology,Phone,Product,8,4,2,Yes,"Product works fine, but missing key integrations."
RSP-0264,CUST-1812,2025-04-17,Europe,Mid-Market,Finance,Phone,Quality,8,4,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-0265,CUST-3167,2025-12-05,North America,SMB,Healthcare,Web,Quality,9,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-0266,CUST-2286,2025-05-03,Europe,Mid-Market,Finance,Web,Customer Support,7,3,3,Yes,"Average experience, nothing exceptional to report."
RSP-0267,CUST-1614,2025-03-22,Latin America,Mid-Market,Technology,Email,Customer Support,8,4,2,Yes,"Product works fine, but missing key integrations."
RSP-0268,CUST-4346,2025-08-19,North America,Mid-Market,Unknown,Email,Product,10,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-0269,CUST-3385,2025-01-17,Europe,Enterprise,Healthcare,In-App,Delivery,0,1,5,Yes,Pricing is way too high for the features provided.
RSP-0270,CUST-3360,2025-12-28,North America,SMB,Healthcare,Email,Pricing,1,3,5,No,Quality has visibly degraded over the last few months.
RSP-0271,CUST-4719,2025-02-06,Europe,SMB,Manufacturing,Email,Pricing,4,1,5,Yes,Pricing is way too high for the features provided.
RSP-0272,CUST-3167,2025-11-17,North America,Mid-Market,Healthcare,Web,Quality,6,1,5,Yes,Frequent downtime impacted our business operations.
RSP-0273,CUST-2620,2025-08-06,North America,Mid-Market,Technology,In-App,Customer Support,7,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-0274,CUST-2841,2025-11-28,Europe,Mid-Market,Healthcare,In-App,Quality,7,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-0275,CUST-3176,2025-03-14,North America,Enterprise,Healthcare,Phone,Product,10,5,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-0276,CUST-1488,2025-03-26,Latin America,Enterprise,Retail,Email,Quality,4,3,14,Yes,Quality has visibly degraded over the last few months.
RSP-0277,CUST-3364,2025-08-13,Europe,SMB,Healthcare,Web,Customer Support,7,3,2,Yes,"Support resolved the issue, but communication could be better."
RSP-0278,CUST-4839,2025-12-19,North America,Mid-Market,Healthcare,Phone,Quality,10,5,2,Yes,The team went above and beyond to help us with our migration.
RSP-0279,CUST-4297,2025-05-20,Europe,SMB,Technology,Email,Quality,6,2,14,Yes,Platform UI is slow and unintuitive.
RSP-0280,CUST-5045,2025-08-13,Latin America,Mid-Market,Healthcare,Phone,Pricing,0,2,7,No,Product keeps crashing after the latest update.
RSP-0281,CUST-1326,2025-08-10,Asia-Pacific,Enterprise,Technology,Email,Quality,4,1,21,Yes,"Issue took over a week to resolve, very frustrating."
RSP-0282,CUST-3051,2025-01-14,Middle East & Africa,Mid-Market,Retail,Email,Product,9,5,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-0283,CUST-2875,2025-12-12,Asia-Pacific,SMB,Finance,Web,Quality,7,3,3,Yes,"Product works fine, but missing key integrations."
RSP-0284,CUST-3207,2025-10-23,Europe,Mid-Market,Technology,Email,Product,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-0285,CUST-2435,2025-08-29,Europe,Mid-Market,Technology,Phone,Quality,8,3,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-0286,CUST-3278,2025-04-03,North America,Enterprise,Technology,Web,Pricing,4,3,5,Yes,Frequent downtime impacted our business operations.
RSP-0287,CUST-4570,2025-11-22,North America,Mid-Market,Manufacturing,Phone,Delivery,6,1,14,Yes,Billing error was not resolved on time.
RSP-0288,CUST-1747,2025-08-29,Europe,Mid-Market,Finance,Email,Customer Support,5,2,10,No,"Issue took over a week to resolve, very frustrating."
RSP-0289,CUST-4345,2025-06-20,Europe,Mid-Market,Technology,Web,Product,8,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-0290,CUST-1856,2025-03-24,North America,SMB,Technology,Email,Delivery,0,1,10,Yes,"Issue took over a week to resolve, very frustrating."
RSP-0291,CUST-4372,2025-12-22,Asia-Pacific,Enterprise,Technology,Web,Delivery,1,1,5,No,Billing error was not resolved on time.
RSP-0292,CUST-3361,2025-12-06,North America,SMB,Retail,Phone,Pricing,3,3,4,No,Customer service agent was rude and transferred me three times.
RSP-0293,CUST-1300,2025-08-21,Europe,Mid-Market,Finance,Web,Product,4,2,7,No,Product keeps crashing after the latest update.
RSP-0294,CUST-3576,2025-05-10,Asia-Pacific,SMB,Finance,Email,Product,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-0295,CUST-1949,2025-07-26,Middle East & Africa,Mid-Market,Healthcare,Phone,Product,7,4,2,Yes,"Product works fine, but missing key integrations."
RSP-0296,CUST-4784,2025-07-31,Europe,SMB,Retail,Email,Customer Support,7,5,2,Yes,"Product works fine, but missing key integrations."
RSP-0297,CUST-2536,2025-09-23,Europe,Mid-Market,Technology,Phone,Customer Support,6,2,5,No,"Issue took over a week to resolve, very frustrating."
RSP-0298,CUST-5083,2025-11-17,North America,SMB,Technology,Email,Product,3,2,5,No,Billing error was not resolved on time.
RSP-0299,CUST-1422,2025-04-15,North America,Mid-Market,Technology,Email,Product,7,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0300,CUST-2073,2025-05-28,Europe,Enterprise,Healthcare,In-App,Delivery,6,1,10,No,Billing error was not resolved on time.
RSP-0301,CUST-4970,2025-03-04,Europe,SMB,Technology,Email,Quality,9,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-0302,CUST-2960,2025-12-30,North America,SMB,Healthcare,Email,Delivery,0,1,7,No,Delivery took twice as long as promised.
RSP-0303,CUST-3545,2025-10-10,Asia-Pacific,Enterprise,Retail,Web,Quality,6,1,5,Yes,Support response was extremely slow and unhelpful.
RSP-0304,CUST-4342,2025-02-17,North America,Enterprise,Healthcare,Web,Delivery,0,3,14,No,Pricing is way too high for the features provided.
RSP-0305,CUST-1929,2025-08-25,Middle East & Africa,Mid-Market,Manufacturing,Email,Delivery,2,1,4,Yes,Product keeps crashing after the latest update.
RSP-0306,CUST-2261,2025-09-13,Asia-Pacific,Mid-Market,Technology,Web,Customer Support,7,4,2,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-0307,CUST-5168,2025-12-28,Latin America,Mid-Market,Healthcare,In-App,Customer Support,2,1,4,Yes,Quality has visibly degraded over the last few months.
RSP-0308,CUST-4403,2025-09-05,Europe,Enterprise,Manufacturing,Phone,Product,8,4,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-0309,CUST-2996,2025-08-22,Asia-Pacific,Mid-Market,Healthcare,Phone,Product,4,1,5,Yes,Platform UI is slow and unintuitive.
RSP-0310,CUST-2184,2025-07-16,Asia-Pacific,SMB,Retail,Web,Product,10,4,3,No,Great value for money and outstanding service reliability.
RSP-0311,CUST-5163,2025-03-11,Asia-Pacific,SMB,Finance,Email,Delivery,5,1,7,No,Product keeps crashing after the latest update.
RSP-0312,CUST-3263,2025-08-01,North America,SMB,Manufacturing,In-App,Pricing,5,3,10,Yes,"Issue took over a week to resolve, very frustrating."
RSP-0313,CUST-5159,2025-05-17,Europe,SMB,Technology,Phone,Customer Support,4,2,10,Yes,Support response was extremely slow and unhelpful.
RSP-0314,CUST-3317,2025-06-02,North America,Enterprise,Healthcare,In-App,Product,8,3,3,Yes,"Service is okay, expecting more frequent software updates."
RSP-0315,CUST-2217,2025-08-17,Asia-Pacific,Enterprise,Healthcare,Email,Delivery,6,1,5,Yes,Platform UI is slow and unintuitive.
RSP-0316,CUST-4967,2025-06-26,Latin America,SMB,Technology,Web,Delivery,4,2,14,No,"Issue took over a week to resolve, very frustrating."
RSP-0317,CUST-4090,2025-08-22,Europe,Mid-Market,Retail,Email,Customer Support,7,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-0318,CUST-2545,2025-12-24,Latin America,Enterprise,Healthcare,Email,Product,1,1,14,Yes,Pricing is way too high for the features provided.
RSP-0319,CUST-4137,2025-04-30,Middle East & Africa,Mid-Market,Healthcare,Phone,Delivery,7,4,3,No,"Decent features for SMBs, but needs better reporting tools."
RSP-0320,CUST-1357,2025-06-12,Latin America,SMB,Healthcare,Web,Delivery,5,1,7,Yes,Billing error was not resolved on time.
RSP-0321,CUST-4123,2025-07-17,North America,SMB,Technology,Email,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
